UniqueID,ObservationID,Site,PugetSoundRegion,OnOff,Habitat,ReferenceType,reference_treatment,CenterEdge,EdgeOtherSide,HabitatDet,HabitatDetReg,RefTreSiteNo,SD_card_number,video_segment_number,VideoDate,ObservationDate,Media_file,visibility,eelgrass_algae_bare,eelgrass_obstructing_view,time_of_high_tide,Total_media_length,FPS,Subject,vertical_distribution,trophic_level,TL,morphology,prey_phyla,reproductive_mode_functional_group,feeding_mode,count,Behavior,Modifiers,Behavior_type,Start,Stop,Comment_start,Comment_stop,NewFG,NewFG2,Year,Month,NewFG3,VideoDate_M,VideoDate_D,VideoDate_Y,Date_eel,Month_eel,Day_eel,Year_eel,Region_eel,Location_eel,HabitatType_eel,ReferenceFor_eel,J_NumSquaresShoots_eel,J_NumShootsDiagonal_eel,J_MaxBladeLength_cm_eel,J_SheathLength_cm_eel,J_MaxSheathWidth_eel,J_DryEpiphyteMass__eel,J_DryAboveGroundEelgrassBiomass__eel,M_NumSquaresShoots_eel,M_NumShootsDiagonal_eel,M_NMaxBladeLength_cm_eel,M_NSheathLength_cm_eel,M_NMaxSheathWidth_eel,M_NDryEpiphyteMass__eel,M_NDryAboveGroundEelgrassBiomass__eel,O_NumSquaresShoots_eel,O_NumShootsDiagonal_eel,O_MaxBladeLength_cm_eel,O_SheathLength_cm_eel,O_MaxSheathWidth_eel,O_DryEpiphyteMass__eel,O_DryAboveGroundEelgrassBiomass__eel
6841,SD31 272 8_08_17,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,272,8_08_2017,43055.45069,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0272.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,112.814,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6842,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,101.161,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6843,SD31 272 8_08_17,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,272,8_08_2017,43055.45069,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0272.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,113.044,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6844,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,101.163,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6845,SD31 272 8_08_17,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,272,8_08_2017,43055.45069,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0272.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,113.253,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6846,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,101.229,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6847,SD31 272 8_08_17,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,272,8_08_2017,43055.45069,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0272.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,113.553,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6848,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,101.248,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6849,SD31 272 8_08_17,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,272,8_08_2017,43055.45069,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0272.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,113.65,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6850,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,101.335,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6851,SD31 272 8_08_17,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,272,8_08_2017,43055.45069,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0272.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,113.911,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6852,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,101.336,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6853,SD31 272 8_08_17,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,272,8_08_2017,43055.45069,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0272.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,114.128,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6854,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,101.359,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6855,SD31 272 8_08_17,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,272,8_08_2017,43055.45069,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0272.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,114.345,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6856,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,101.411,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6857,SD31 272 8_08_17,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,272,8_08_2017,43055.45069,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0272.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,114.563,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6858,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,101.417,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6859,SD31 272 8_08_17,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,272,8_08_2017,43055.45069,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0272.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,t,,POINT,114.885,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6860,SD31 271 8_08_2017,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,271,8_08_2017,43055.44444,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0271.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,49.392,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6861,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,101.506,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6862,SD31 271 8_08_2017,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,271,8_08_2017,43055.44444,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0271.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,49.649,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6863,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,101.515,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6864,SD31 271 8_08_2017,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,271,8_08_2017,43055.44444,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0271.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,62.705,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6865,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,101.56,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6866,SD31 271 8_08_2017,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,271,8_08_2017,43055.44444,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0271.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,64.24,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6867,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,101.607,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6868,SD31 271 8_08_2017,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,271,8_08_2017,43055.44444,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0271.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,70.639,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6869,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,101.613,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6870,SD31 271 8_08_2017,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,271,8_08_2017,43055.44444,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0271.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,73.457,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6871,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,101.654,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6872,SD31 271 8_08_2017,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,271,8_08_2017,43055.44444,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0271.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,74.225,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6873,SD26 474 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,474,8_12_2018,43347.42708,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0474 analyze.MP4,low,b,no,NA,120.85,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,s,NA,POINT,103.646,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6874,SD26 475 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,475,8_12_2018,43347.42986,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0475 analyze.MP4,low,b,no,NA,120.9,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,o,NA,POINT,7.142,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6875,SD31 271 8_08_2017,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,271,8_08_2017,43055.44444,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0271.MP4,,b,no,0.822916667,119.94,59.94,shiner perch,pelagic/free swimming,3 ± 0.31,3,fusiform,3,V,ZP,1,o,,POINT,76.277,0,medium filamentous algae cover,,PelFusZP,PelFusZP,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6876,SD26 475 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,475,8_12_2018,43347.42986,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0475 analyze.MP4,low,b,no,NA,120.9,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,o,NA,POINT,7.643,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6877,SD31 271 8_08_2017,Rivera Eld,South Sound,On_S,Oyster OnBottom,NA,T,Edge,sediment,Oyster OnBottom_Sed,Oyster OnBottom_Sed_S,12,SD31,271,8_08_2017,43055.44444,C:/Users/bridget.ferriss/Desktop/AA_AquacultureNRC/GoPro Aquaculture/VideoAnalysis/deployed 8_08_2017/SD31/GOPR0271.MP4,,b,no,0.822916667,119.94,59.94,unknown non flatfish,pelagic/free swimming,,NA,NA,NA,NA,NA,1,o,,POINT,4.946,0,,,PelFusZP,UNK,2017,8,,8,8,2017,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6878,SD26 475 8_12_2018,"Samish Bay, Oyster Creek",North Sound,sediment,Clam,sediment,R,Center,NA,sediment,,,26,475,8_12_2018,43347.42986,F:/Video Backup 2018/August 2018/Oyster Creek/SD26 Oyster Creek 8_12_2018/100GOPRO/GOPR0475 analyze.MP4,low,b,no,NA,120.9,59.94,surf perch,pelagic/free swimming,3 ± 0.31,3,fusiform,2 to 4,V,ZP,1,o,NA,POINT,113.914,0,NA,NA,PelFusZP,PelFusZP,2018,8,,8,12,2018,43324,8,12,2018,North,oyster creek,clamreference,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
